id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
12908346,Amazing Condo in Heart of Seattle,13200167,Kumail,Downtown,Belltown,47.61661,-122.34729,Entire home/apt,77,1,404,2021-03-30,6.77,2,114
12918045,Artfully Modern 2BR in Eastlake/Lake Union,316200,William,Cascade,Eastlake,47.63976,-122.32352,Entire home/apt,129,3,154,2021-01-10,2.64,6,253
12929985,Ballard Greenwood Private Suite,13345485,Tim,Other neighborhoods,Phinney Ridge,47.68212,-122.36104,Entire home/apt,74,1,513,2021-03-17,8.62,1,240
12931310,Wallingford basement suite,7697679,Debby,Other neighborhoods,Wallingford,47.66123,-122.33337,Private room,96,1,156,2020-07-19,2.64,2,198
12934096,Minutes to Green Lake/seattle Attractions 01,3074414,Melissa,Other neighborhoods,Ravenna,47.6765,-122.29039,Entire home/apt,99,1,4,2021-01-29,0.07,74,117
12934440,Garden Respite in West Seattle,54669634,Paul,Delridge,Riverview,47.55531,-122.35421,Entire home/apt,93,30,211,2020-01-30,3.59,3,58
12957936,Seattle City Cottage,71235244,Robert & Julia,Other neighborhoods,Wallingford,47.65859,-122.34102,Entire home/apt,106,1,326,2021-03-28,5.51,1,144
12968264,Luxurious Lakeside Living in the City,6426308,Charlie,Other neighborhoods,Wallingford,47.65127,-122.33289,Entire home/apt,130,30,21,2018-08-20,0.36,1,199
12972434,Spacious Japanese Garden Retreat,40903607,Kevin,Northgate,Pinehurst,47.72185,-122.31531,Entire home/apt,90,2,250,2021-03-17,4.20,1,76
12987793,Escape to Madrona: Restored craftsman and kitchen,48819046,Rob,Central Area,Leschi,47.60594,-122.29563,Entire home/apt,130,3,123,2021-03-01,2.10,1,24
12991648,Wander West Seattle,5029583,Kate,West Seattle,Gatewood,47.54369,-122.38586,Entire home/apt,300,3,10,2021-02-28,0.18,1,111
12999766,The Silk Room near Children's Hospital & UW,2409388,Lisa,Other neighborhoods,Laurelhurst,47.6635,-122.28337,Private room,68,30,23,2019-08-06,0.40,2,89
13003634,Cottage By the Lake,71698648,Trent,Capitol Hill,Madison Park,47.64133,-122.27713,Entire home/apt,60,30,51,2021-01-31,0.87,1,169
13017780,"Beautiful, cozy home near Greenlake",46428878,Curtis,Northgate,North College Park,47.69492,-122.33563,Entire home/apt,110,5,19,2019-09-01,0.33,2,230
13021356,Private Basement of Modern West Seattle home,64483941,Monica,West Seattle,North Admiral,47.5853,-122.384,Entire home/apt,65,1,161,2021-03-16,2.81,1,333
13033238,"Quiet , clean and comfortable room ::",65832379,Juliet,Northgate,Haller Lake,47.71902,-122.32859,Private room,80,1,36,2019-07-25,0.62,7,89
13033576,Seward Park Uplands 1 BR with view,20293076,Anya K,Seward Park,Seward Park,47.54753,-122.26226,Entire home/apt,99,30,92,2021-02-06,1.59,1,110
13043519,Ballard Rustic House,3685482,Nels,Ballard,Loyal Heights,47.67741,-122.3874,Entire home/apt,200,30,7,2019-07-28,0.12,1,83
13045179,Theo & Maria's Red House,49741319,Theo,Ballard,West Woodland,47.67461,-122.36177,Entire home/apt,95,30,125,2021-01-06,2.16,1,244
13073909,Peaceful room in Sunny Cottage near Discovery Park,209571,Cheryl,Magnolia,Lawton Park,47.65971,-122.40011,Private room,41,1,201,2021-03-25,3.44,2,351
13081598,VIEWS Lake Union & Downtown Skyline,1543665,Kaela,Queen Anne,East Queen Anne,47.62961,-122.34564,Entire home/apt,117,30,0,,,2,365
13082625,Seattle Sunrises & Fireside Evenings Are Yours!,28653007,Andrew,University District,University District,47.66548,-122.30467,Entire home/apt,295,30,41,2019-09-09,0.72,3,272
13083601,Sunrise Over The Mountains In True Seattle Style,28653007,Andrew,University District,University District,47.66407,-122.30435,Entire home/apt,200,30,26,2019-11-25,0.46,3,273
13101706,"Quiet, European style flat, 1 block to light rail!",762860,Julia,Capitol Hill,Broadway,47.61983,-122.31634,Entire home/apt,114,2,135,2020-11-18,2.33,1,24
13140719,Craftsman Living in the City,50862952,Darren,Other neighborhoods,Wallingford,47.6531,-122.33773,Entire home/apt,105,3,143,2021-03-17,2.49,1,50
13141142,MODERN Wallingford 1 Bedroom,63674214,Liz,Other neighborhoods,Wallingford,47.66147,-122.34297,Entire home/apt,159,2,40,2020-11-01,0.69,5,349
13142498,Homely Cozy Granny House,73272162,Yasuko,Rainier Valley,Rainier Beach,47.51214,-122.25642,Private room,57,30,15,2018-10-21,0.26,1,365
13152707,San Francisco Sunset twin 10 min drive to downtown,26967583,Maria,University District,University District,47.66869,-122.31578,Private room,26,1,148,2021-03-08,2.50,42,56
13155310,Modern Capitol Hill  One Bedroom in Great Location,55993439,Mel,Capitol Hill,Broadway,47.6219,-122.32448,Entire home/apt,119,30,67,2021-03-03,1.15,4,336
13157632,New Listing Center  UW Comfy Quiet & View (304),3074414,Melissa,University District,University District,47.6617,-122.31288,Entire home/apt,89,30,20,2020-02-23,0.36,74,365
13172884,"Pretty Magnolia Bluff, Views, Comfort, Easy access",57670767,Kim,Magnolia,Southeast Magnolia,47.63885,-122.39313,Entire home/apt,1079,30,25,2019-10-31,0.43,1,358
13175914,Detached Cottage with views in Madison Valley,25118219,Claire,Capitol Hill,Stevens,47.62386,-122.30008,Entire home/apt,75,30,2,2016-10-10,0.04,2,89
13175944,Charming Fremont Bungalow,33664430,Tom & Tracy,Other neighborhoods,Fremont,47.65806,-122.36422,Entire home/apt,152,2,77,2020-11-22,1.35,1,203
13191810,Comfy Clean Belltown Condo in the heart of Seattle,55818779,Caroline,Downtown,Belltown,47.61506,-122.34222,Entire home/apt,89,1,249,2021-03-20,4.23,1,350
13192961,"""Hellebore House"" -- in the heart of Phinney Ridge",25968742,Leslie,Other neighborhoods,Greenwood,47.68452,-122.35758,Entire home/apt,75,2,60,2021-03-07,1.12,1,94
13224936,7 month lease. Furnished Classic Madrona Craftsman,13960065,Alan,Central Area,Harrison/Denny-Blaine,47.61996,-122.28641,Entire home/apt,140,210,0,,,2,155
13240176,SWANKY CITY CENTER | NEEDLE VIEW (QUIET) PRIME LOC,15942582,Jenell,Queen Anne,Lower Queen Anne,47.62428,-122.3594,Entire home/apt,83,2,91,2021-03-14,1.58,2,248
13247942,Charming 3 bedroom craftsman,52901681,Meredith,Other neighborhoods,Georgetown,47.54303,-122.32081,Entire home/apt,208,30,188,2018-09-10,3.23,1,104
13251351,Modern Mini House Near UW,74533120,Gretchen,Other neighborhoods,Ravenna,47.68072,-122.30226,Entire home/apt,79,30,97,2021-02-12,1.67,1,0
13252771,"3 Min walk to UW, Top Floor Large & Clean (51)",3074414,Melissa,University District,University District,47.65735,-122.31649,Entire home/apt,79,30,4,2016-11-19,0.07,74,351
13273883,Stylish Loft Retreat - Quiet and Convenient,40128399,Debra,Magnolia,Lawton Park,47.65633,-122.38855,Entire home/apt,125,4,169,2020-12-11,2.91,1,87
13282148,Long Term Rental West Seattle,52485389,Nerissa,West Seattle,Genesee,47.56757,-122.38529,Entire home/apt,125,30,0,,,1,365
13295137,Contemporary Ballard Retreat,74197338,Amy,Ballard,Whittier Heights,47.67752,-122.37408,Entire home/apt,350,30,22,2018-11-04,0.39,1,0
13307029,Guided Olympic Mountain Camping,8501598,Stan,Ballard,Sunset Hill,47.6796,-122.40475,Entire home/apt,150,30,0,,,2,0
13313994,Cozy Downtown Studio - Steps to Space Needle,1700743,Jeff,Downtown,Belltown,47.61474,-122.34134,Entire home/apt,90,2,233,2021-03-27,3.98,2,26
13314163,"The Viewridge Flat! Sparkling clean, 2 BD",15018374,Adam And Rachael,Other neighborhoods,View Ridge,47.67943,-122.2841,Entire home/apt,119,30,20,2020-09-15,0.39,1,91
13318575,Shared Space Main Temple Hondo 3rd,25971312,Kanjin,Downtown,International District,47.60008,-122.32737,Shared room,55,30,151,2019-09-04,2.61,4,365
13331221,Modern Downtown Studio// Corporate Housing,11164643,Megan,Downtown,Belltown,47.61241,-122.34273,Entire home/apt,100,30,13,2020-08-28,0.23,2,152
13331843,Seattle On The Beach,18726082,Bobbie,West Seattle,Alki,47.58053,-122.40547,Entire home/apt,382,3,63,2021-01-03,1.11,1,302
13332139,Walk to the Pike/Pine Corridor from this Serene Apartment,658155,Joe,Central Area,Minor,47.61091,-122.31323,Entire home/apt,180,30,191,2020-11-07,3.28,6,30
13334770,"Quiet, Walkable West Seattle Home",32631462,Johanna,West Seattle,Genesee,47.56957,-122.38792,Entire home/apt,98,2,233,2021-03-10,4.00,3,67
13360729,Classic Colonial luxury view home!,41758536,Tonya,Rainier Valley,Mount Baker,47.57166,-122.28275,Entire home/apt,625,3,7,2019-12-25,0.13,1,363
13379420,"The Loyal Westie Cottage, East BR",76036790,David,Ballard,Loyal Heights,47.68546,-122.38986,Private room,80,2,53,2019-10-20,0.92,1,179
13409754,1 bedroom + den in beautiful downtown condo,5275075,Andrew,Downtown,Belltown,47.61813,-122.34477,Entire home/apt,195,30,0,,,2,71
13436253,"""The 5-Star House"" - #10-> The Peruvian room",2438665,,Other neighborhoods,Crown Hill,47.70073,-122.36671,Private room,50,30,20,2019-12-18,0.37,4,214
13437692,Private Queen Anne Studio Suite,31354928,Ken & Patti,Queen Anne,East Queen Anne,47.63453,-122.3535,Private room,72,2,217,2021-02-06,3.77,2,267
13451298,"Capitol Hill 101, Modern Bldg,  Quick train 2blk",76826485,Tiffany,Capitol Hill,Broadway,47.62009,-122.31583,Entire home/apt,205,30,267,2020-02-16,4.60,5,92
13451352,Vintage Remodel in Pike Pine Dist - 1 Bedrm 1 Bath,658155,Joe,Central Area,Minor,47.61091,-122.31323,Entire home/apt,130,30,190,2020-02-22,3.29,6,0
13451764,City View Apartment near Pike and Pine Food Scene,658155,Joe,Central Area,Minor,47.61091,-122.31323,Entire home/apt,98,30,173,2021-01-31,3.01,6,38
13452009,Remodeled Victorian Apartment in Pike Pine,658155,Joe,Central Area,Minor,47.61091,-122.31323,Entire home/apt,129,30,190,2020-12-31,3.30,6,30
13494687,The House on Graham Hill,77362533,John,Seward Park,Seward Park,47.54715,-122.26855,Entire home/apt,79,30,91,2020-09-02,1.71,1,124
13532046,Clean and Comfy Craftsman (with a home office!),106972,Kelly,Queen Anne,East Queen Anne,47.63045,-122.34463,Entire home/apt,103,30,100,2020-12-31,1.74,2,86
13533117,"Private Modern 2BR flat, NE Seattle, great reviews",25373047,Andrew & James,Other neighborhoods,Wedgwood,47.68368,-122.28566,Entire home/apt,99,4,80,2021-01-04,1.43,1,243
13533362,Within 3 minutes Walk to UW campus & any store 201,3074414,Melissa,University District,University District,47.66087,-122.31422,Entire home/apt,80,30,25,2019-09-22,0.43,74,89
13548374,Park View Condo near WA Convention Center,24526173,Connie,Downtown,First Hill,47.6122,-122.32974,Entire home/apt,122,3,208,2021-03-16,3.61,2,93
13573225,Luxury Suite - Reading Desk & Private Soaking Tub!,78286472,Shan,Beacon Hill,North Beacon Hill,47.58579,-122.31113,Private room,94,2,140,2020-12-30,2.43,3,0
13580802,Capitol Hill Local Apartment,11715008,Jeff,Capitol Hill,Broadway,47.61805,-122.32596,Entire home/apt,81,1,294,2021-03-28,5.04,7,174
13591919,Sleepless in Seattle,11985724,Urs,Cascade,Eastlake,47.6403,-122.32856,Private room,75,2,121,2020-10-26,2.12,1,296
13606919,Modern 2BR Loft with Lake and Space Needle Views,316200,William,Cascade,Eastlake,47.63989,-122.32348,Entire home/apt,129,3,187,2021-03-07,3.27,6,255
13622517,Beautiful Ballard Cottage,33139872,Amanda,Ballard,West Woodland,47.67371,-122.36084,Entire home/apt,96,30,56,2021-01-21,2.73,1,160
13623929,Ideal for Solo Traveler #2 or  A Touch of Europe#1,2696775,Elfriede,Other neighborhoods,Greenwood,47.69755,-122.3488,Private room,31,30,91,2021-02-11,1.58,2,323
13643570,Sweet in Seaview bungalow in West Seattle,51321207,Veronika,West Seattle,Seaview,47.54735,-122.38849,Entire home/apt,55,30,57,2020-07-31,1.01,1,334
13644229,Cozy Cottage Close to Everything,5325813,,Central Area,Leschi,47.60415,-122.29662,Entire home/apt,155,2,100,2019-10-23,1.75,4,173
13652887,Comfy Ballard Suite,79288810,Tam & Heather,Ballard,Adams,47.67149,-122.37667,Entire home/apt,95,2,66,2020-01-04,1.71,1,0
13658425,"Steps to UW, Wood Floor Remodeled 11",3074414,Melissa,University District,University District,47.6576,-122.31659,Entire home/apt,85,30,24,2020-09-30,0.42,74,365
13661449,Seattle Home for Families & Pets- FAST Internet!,79410874,Tracy,Rainier Valley,Brighton,47.54431,-122.27122,Entire home/apt,162,2,102,2021-01-29,1.79,1,177
13689263,Seattle Cannacation,17935405,Anna,Other neighborhoods,Greenwood,47.70079,-122.34883,Private room,46,30,91,2020-01-13,1.63,2,89
13696391,"Modern 3 Bdrm House with View, Lake Union!",6680836,Dimple,Other neighborhoods,Wallingford,47.65417,-122.32924,Entire home/apt,968,2,27,2021-01-28,0.48,2,323
13712209,"Clean, Sanitized. Perfect Workspace, Modern Studio",57960995,,Ballard,Adams,47.6733,-122.39498,Entire home/apt,107,3,248,2021-03-30,4.28,2,80
13732104,"2-bdrm + den (sleeps 8, 6 ad max) at Harbor Steps!",54518454,Debra,Downtown,Central Business District,47.60665,-122.33875,Entire home/apt,279,2,63,2021-01-13,1.19,9,352
13753865,Quiet Comfort Oasis in the heart of Capitol Hill,15502197,Kimberley,Downtown,First Hill,47.60907,-122.31682,Private room,89,30,22,2019-09-15,0.62,8,0
13781518,Seattle Cottage  By  Discovery Park,80917114,Lauren,Magnolia,Lawton Park,47.65424,-122.40294,Entire home/apt,155,3,40,2020-10-23,0.70,1,9
13786651,Harbor Steps 19th Floor - Huge - by Pike Pl Market,54518454,Debra,Downtown,Central Business District,47.60636,-122.33855,Entire home/apt,275,2,32,2020-11-13,0.57,9,348
13787761,Top Floor Apartment; Charming and Private,17576448,Janet,Other neighborhoods,Phinney Ridge,47.67226,-122.35483,Entire home/apt,115,1,131,2021-03-13,2.28,1,110
13789894,三房一厅house 房间租,28763024,Yoyo,Beacon Hill,Mid-Beacon Hill,47.54288,-122.30078,Private room,30,30,5,2020-11-18,0.09,10,357
13794197,Lovely lower level in West Seattle,25736673,Renee,West Seattle,North Admiral,47.57626,-122.39009,Entire home/apt,135,30,88,2019-09-02,1.53,1,364
13803837,"Cozy, clean room in a true Seattle neighborhood",4333497,Ashley,Rainier Valley,Rainier Beach,47.50857,-122.26331,Private room,40,2,265,2021-03-06,4.67,2,62
13804086,Modern Apartment in Prime Location,81206141,Kp,Central Area,Mann,47.61323,-122.2979,Entire home/apt,106,60,62,2018-10-14,1.09,3,0
13813702,Fun Studio in perfect location,47478610,Jeremy,Capitol Hill,Broadway,47.62039,-122.31833,Entire home/apt,40,31,14,2017-11-19,0.26,2,0
13814062,"Light, comfy and roomy basement apartment.",81309182,Jeanne,Ballard,Whittier Heights,47.68204,-122.37521,Entire home/apt,88,30,214,2020-03-09,4.61,1,0
13814892,"Fremont Townhouse, Walk to Everything!",7940078,John,Other neighborhoods,Fremont,47.65279,-122.35486,Private room,50,2,165,2021-03-20,2.87,2,86
13823956,Ballard Garden Flat,71140572,Wendy,Ballard,Loyal Heights,47.68425,-122.38678,Entire home/apt,103,1,381,2021-04-02,6.60,1,301
13825056,Greenwood Piano Studio - Clean lines & big windows,2777054,Stacia,Other neighborhoods,Greenwood,47.70163,-122.34716,Entire home/apt,37,1,352,2021-02-26,6.11,3,41
13831631,Center UW Simple Spacious & Comfy 108,3074414,Melissa,University District,University District,47.66306,-122.31387,Entire home/apt,79,30,15,2019-10-20,0.27,74,365
13843060,Portage Bay Guest Cottage,55486846,Charlie,Cascade,Eastlake,47.64982,-122.32302,Entire home/apt,88,2,112,2021-02-15,2.02,1,280
13845855,Urban Forest Studio,11280258,Abram & Arthur,Beacon Hill,North Beacon Hill,47.58723,-122.3113,Entire home/apt,69,5,172,2021-02-26,3.08,1,48
13846894,Center of City Detached Ensuite Capitol Hill,80553994,Tanya & Tom,Capitol Hill,Broadway,47.62053,-122.31479,Entire home/apt,99,1,337,2021-03-28,6.31,1,309
13865648,Aloha Carriage House (gated) - On Capitol Hill 🌺,150488044,Toni Marie,Capitol Hill,Broadway,47.62666,-122.31396,Entire home/apt,364,30,103,2021-02-14,1.82,6,235
13875878,Classical house/unparalleled Lake Washington view,12914288,Hunter,Central Area,Madrona,47.61546,-122.28775,Entire home/apt,432,3,87,2021-01-24,1.55,2,10
13908739,Quiet apartment in Ravenna / Bryant,25034090,Vija,Other neighborhoods,Ravenna,47.67167,-122.29278,Entire home/apt,63,2,147,2021-02-28,2.68,1,152
13913909,Full Apartment 7 miles north of Downtown Seattle,71374903,Krisanne,Northgate,Haller Lake,47.72705,-122.32716,Entire home/apt,99,2,58,2020-10-13,1.02,1,151
13940437,Sweet Backyard Cottage Central Seattle,37224930,Ann,Central Area,Madrona,47.6096,-122.2926,Entire home/apt,108,90,43,2021-03-10,0.76,1,261
13941977,Lovely & Spacious Wallingford Home,14489132,Laurie,Other neighborhoods,Wallingford,47.6528,-122.34132,Private room,65,30,9,2021-01-23,0.60,1,0
13961307,"Beacon Penthouse - 180° Views, 2 bdrm w/Parking",42432496,Kory,Beacon Hill,North Beacon Hill,47.59181,-122.31765,Entire home/apt,110,2,171,2021-02-28,3.01,1,8
13971990,Cozy 1920's House,83311289,,Rainier Valley,Brighton,47.54053,-122.27215,Private room,51,2,62,2019-12-29,1.12,1,90
13981404,"Sweet, cozy, and private MIL unit",7076008,Ed,Capitol Hill,Madison Park,47.6396,-122.2775,Entire home/apt,88,1,72,2021-03-16,1.26,2,335
14010358,Ballard Hummingbird Hide Away in 1921 Craftsman Home,14765995,Nicole,Ballard,Adams,47.67571,-122.38389,Entire home/apt,110,3,128,2020-06-13,2.50,1,243
14010379,Luxury Waterfront Condo Steps to Pike Place Market,7390401,Preben,Downtown,Pike-Market,47.60992,-122.34469,Entire home/apt,230,4,61,2021-03-13,1.35,1,227
14011625,Tiny House Backyard Bungalow Next to Green Lake,17269911,Rob,Other neighborhoods,Green Lake,47.67463,-122.33147,Entire home/apt,84,1,550,2021-03-30,9.59,6,226
14011651,West Seattle Tree House,4152894,Gena And Jon,West Seattle,Alki,47.57515,-122.40394,Entire home/apt,350,4,14,2021-02-01,0.25,1,197
14025287,The Walden,76993344,Jeff,Central Area,Mann,47.61505,-122.29875,Entire home/apt,182,3,139,2021-01-05,2.49,1,261
14042945,Modern and New in Wallingford,63674214,Liz,Other neighborhoods,Wallingford,47.66169,-122.34127,Entire home/apt,145,2,86,2021-03-18,1.53,5,340
14049107,Secluded Laurelhurst Home with Tranquil Garden,36436545,Brian,Other neighborhoods,Laurelhurst,47.65946,-122.27638,Private room,65,1,204,2021-03-14,3.76,1,340
14070994,"BRAND NEW, ADORABLE APPT",2754788,Amaris,Other neighborhoods,Fremont,47.65864,-122.36143,Entire home/apt,129,3,120,2021-01-23,2.10,3,302
14073646,Private backyard cottage in vibrant neighborhood!,13271299,Chelsea & Adam,Other neighborhoods,Green Lake,47.67508,-122.32419,Entire home/apt,99,2,149,2020-12-12,2.69,1,45
14084566,Cozy Seattle Bedroom #2,50596206,Jeanine,Rainier Valley,Mount Baker,47.58753,-122.29283,Private room,100,1,136,2019-09-14,2.40,2,333
14103694,Beautiful historic house in Central Seattle,9359786,Aaron,Central Area,Minor,47.60889,-122.30645,Entire home/apt,175,4,99,2021-02-22,1.87,1,112
14108275,Linden Gardens at Green Lake,4791197,,Other neighborhoods,Phinney Ridge,47.67836,-122.34729,Entire home/apt,95,2,166,2021-03-23,2.93,1,278
14108770,Hamlin Street Casita- steps from UW and light rail,75505193,,Capitol Hill,Montlake,47.64581,-122.30807,Entire home/apt,69,3,149,2021-03-17,2.63,2,25
14124903,Spectacular View Master Suite,84358304,David,West Seattle,North Admiral,47.5887,-122.39129,Private room,150,1,303,2021-03-14,5.40,2,351
14142628,Pike Street Capitol Hill,18055280,Claire,Downtown,First Hill,47.61366,-122.32192,Entire home/apt,93,30,328,2021-03-14,5.73,2,254
14148354,Blue Bedroom in GardenOasis,1297175,Marianne,Other neighborhoods,Roosevelt,47.67312,-122.31508,Private room,50,30,64,2019-08-31,1.14,4,321
14166842,Contemporary home in historical Queen Anne,85720083,Cheryl,Queen Anne,East Queen Anne,47.63895,-122.34742,Private room,79,2,405,2020-03-09,7.12,1,27
14167055,Sleep in Seattle close to all,43281593,Ann,Magnolia,Southeast Magnolia,47.64436,-122.39356,Private room,98,30,9,2019-09-01,0.16,2,90
14169773,"Cozy, private brick house in Seattle",15894405,Michael,Other neighborhoods,Bryant,47.67104,-122.28442,Entire home/apt,206,3,6,2018-07-07,0.11,1,96
